SYMBOL,NAME,INDUSTRY,MARKET_CAP
ASXC,Asensus Surgical,Medical Devices,158601743
ASYS,Amtech Systems,Semiconductors & Semiconductor Equipment,120137246
ASZ,Austerlitz Acquisition II,Blank Check / SPAC,1928058618
ATA,Americas Technology Acquisition,Blank Check / SPAC,150800000
ATAI,ATAI Life Sciences,Biotechnology,712047101
ATAQ,Altimar Acquisition III,Blank Check / SPAC,191539174
ATAX,America First Multifamily Investors LP,Thrifts & Mortgage Finance,433092093
ATCO,Atlas,Marine,3937513972
ATCX,Atlas Technical Consultants,Engineering & Construction,293444542
ATEC,Alphatec Holdings,Health Care Equipment & Supplies,932484924
ATEK,Athena Technology Acquisition II,Blank Check / SPAC,347874809
ATEN,A10 Networks,Software,1179142513
ATER,Aterian,Household Durables,202165263
ATEX,Anterix,Wireless Telecommunication Services,911861354
ATGE,Adtalem Global Education,Diversified Consumer Services,1703715690
ATHA,Athira Pharma,Biotechnology,141135007
ATHE,Alterity Therapeutics,Biotechnology,27121507
ATHM,Autohome,Interactive Media & Services,4574781951
ATHX,Athersys,Biotechnology,74323815
ATI,Allegheny Technologies,Metals & Mining,4064633580
ATIF,ATIF Holdings,Professional Services,18732347
ATIP,ATI Physical Therapy,Medical Care Facilities,197889423
ATKR,Atkore,Electrical Equipment,3780036023
ATLC,Atlanticus Holdings,Consumer Finance,546456367
ATLO,Ames National,Banks,199266465
ATNF,180 Life Sciences,Biotechnology,40337823
ATNI,ATN International,Diversified Telecommunication Services,739141090
ATNM,Actinium Pharmaceuticals,Biotechnology,135809489
ATNX,Athenex,Biotechnology,65412939
ATO,Atmos Energy,Gas Utilities,16125349802
ATOM,Atomera,Semiconductors & Semiconductor Equipment,328426392
ATOS,Atossa Therapeutics,Health Care Equipment & Supplies,132955191
ATR,AptarGroup,Containers & Packaging,7162895310
ATRA,Atara Biotherapeutics,Biotechnology,438784732
ATRC,AtriCure,Health Care Equipment & Supplies,2355124980
ATRI,Atrion,Health Care Equipment & Supplies,1188932877
ATRO,Astronics,Aerospace & Defense,361791127
ATSG,Air Transport Services Group,Air Freight & Logistics,2373791224
ATTO,Atento,Commercial Services & Supplies,84388254
ATUS,Altice USA,Media,5223986168
ATVI,Activision Blizzard,Entertainment,62983540676
ATXI,Avenue Therapeutics,Pharmaceuticals,6456720
ATXS,Astria Therapeutics,Biotechnology,70291800
ATY,AcuityAds Holdings,Interactive Media & Services,174859055
AU,AngloGold Ashanti,Metals & Mining,6581227510
AUB,Atlantic Union Bankshares,Banks,2555606769
AUBN,Auburn National Bancorporation,Banks,99292785
AUD,Audacy,Media,106893151
AUDC,AudioCodes,Communications Equipment,717188409
AUGX,Augmedix,Health Information Services,62098438
AUID,Ipsidy,Software-Infrastructure,70153999
AUMN,Golden Minerals Company,Metals & Mining,54096243
AUPH,Aurinia Pharmaceuticals,Biotechnology,1159257599
AUR,Aurora Innovation,Information Technology Services,3653718526
AURA,Aura Biosciences,Biotechnology,510294382
AURC,Aurora Acquisition,Blank Check / SPAC,342638944
AUS,Austerlitz Acquisition I,Blank Check / SPAC,965999739
AUTL,Autolus Therapeutics,Biotechnology,314547901
AUTO,AutoWeb,Interactive Media & Services,5437774
AUUD,Auddia,Software-Application,13390836
AUVI,Applied UV,Building Products,23722656
AUY,Yamana Gold,Metals & Mining,4843782654
AVA,Avista,Multi-Utilities,3134366702
AVAC,Avalon Acquisition,Blank Check / SPAC,261082895
AVAH,Aveanna Healthcare Holdings,Medical Care Facilities,391631806
AVAL,Grupo Aval Acciones y Valores,Banks,4250068732
AVAN,Avanti Acquisition,Blank Check / SPAC,747750009
AVAV,AeroVironment,Aerospace & Defense,2330873075
AVB,AvalonBay Communities,Equity Real Estate Investment Trusts ...,30074853200
AVCO,Avalon GloboCare,Health Care Providers & Services,68845423
AVCT,American Virtual Cloud Technologies,IT Services,20373779
AVD,American Vanguard,Chemicals,620476990
AVDL,Avadel Pharmaceuticals,Pharmaceuticals,410182717
AVDX,AvidXchange Holdings,Software-Infrastructure,1693746552
AVEO,AVEO Pharmaceuticals,Biotechnology,269645404
AVGO,Broadcom,Semiconductors & Semiconductor Equipment,2.20887E+11
AVGR,Avinger,Health Care Equipment & Supplies,10842203
AVHI,Achari Ventures Holdings I,Blank Check / SPAC,125250000
AVID,Avid Technology,"Technology Hardware, Storage & Periph...",1242727543
AVIR,Atea Pharmaceuticals,Pharmaceuticals,685218236
AVLR,Avalara,Software,8052341230
AVNS,Avanos Medical,Health Care Equipment & Supplies,1316046970
AVNT,Avient,Chemicals,4089432303
AVNW,Aviat Networks,Communications Equipment,357675807
AVO,Mission Produce,Food Distribution,1099404279
AVPT,AvePoint,Software-Infrastructure,987179454
AVRO,Avrobio,Biotechnology,45524856
AVT,Avnet,"Electronic Equipment, Instruments & C...",4249153776
AVTE,Aerovate Therapeutics,Biotechnology,582432120
AVTR,Avantor,Life Sciences Tools & Services,19230218236
AVTX,Avalo Therapeutics,Biotechnology,51306839
AVXL,Anavex Life Sciences,Biotechnology,850724855
AVY,Avery Dennison,Containers & Packaging,16150521666
AVYA,Avaya Holdings,Software,59055960
AWH,Aspira Women's Health,Health Care Equipment & Supplies,102828327
AWI,Armstrong World Industries,Building Products,4237790444
AWK,American Water Works Company,Water Utilities,28213186423
AWR,American States Water Company,Water Utilities,3237045936
AWRE,Aware,Software,48685501
AWX,Avalon Holdings,Commercial Services & Supplies,10918404
AX,Axos Financial,Thrifts & Mortgage Finance,2694787822
AXDX,Accelerate Diagnostics,Life Sciences Tools & Services,170787615
AXGN,Axogen,Health Care Equipment & Supplies,424528347
AXH,Industrial Human Capital,Blank Check / SPAC,145043750
AXL,American Axle & Manufacturing Holdings,Auto Components,1227986687
AXLA,Axcella Health,Biotechnology,123027367
AXNX,Axonics,Health Care Equipment & Supplies,3424185817
AXON,Axon Enterprise,Aerospace & Defense,8820754359
AXP,American Express Company,Consumer Finance,1.22201E+11
AXR,AMREP,Commercial Services & Supplies,84078544
AXS,AXIS Capital Holdings,Insurance,4513884153
AXSM,Axsome Therapeutics,Pharmaceuticals,1808920562
AXTA,Axalta Coating Systems,Chemicals,5831289331
AXTI,AXT Inc.,Semiconductors & Semiconductor Equipment,395157470
AXU,Alexco Resource,Commercial Services & Supplies,88979079
AY,Atlantica Sustainable Infrastructure,Independent Power and Renewable Elect...,4077262066
AYI,Acuity Brands,Electrical Equipment,5939063123
AYLA,Ayala Pharmaceuticals,Biotechnology,19156006
AYRO,"AYRO, Inc.",Auto Manufacturers,37390706
AYTU,Aytu BioPharma,Pharmaceuticals,11412230
AYX,Alteryx,Software,4560743382
AZ,A2Z Smart Technologies,Aerospace & Defense,100338880
AZEK,The AZEK Company,Building Products,3220803821
AZN,AstraZeneca,Pharmaceuticals,2.00349E+11
AZO,AutoZone,Specialty Retail,43473520477
AZPN,AspenTech,Software,13241932674
AZRE,Azure Power Global,Independent Power and Renewable Elect...,736574008
AZTA,Azenta,Medical Instruments & Supplies,4618255824
AZUL,Azul S.A.,Airlines,1010185848
AZYO,Aziyo Biologics,Medical Devices,87849638
AZZ,AZZ Inc.,Electrical Equipment,1135565811
B,Barnes Group,Machinery,1753476204
BA,The Boeing Company,Aerospace & Defense,99688996723
BABA,Alibaba Group Holding,Internet & Direct Marketing Retail,2.51229E+11
BAC,Bank of America,Banks,2.88545E+11
BACA,Berenson Acquisition I,Blank Check / SPAC,338372990
BACK,IMAC Holdings,Health Care Providers & Services,24920891
BAFN,BayFirst Financial,Banks-Regional,76321170
BAH,Booz Allen Hamilton Holding,IT Services,12539401185
BAK,Braskem,Chemicals,5499079158
BALL,Ball Corporation,Containers & Packaging,18160658402
BALY,Bally's,"Hotels, Restaurants & Leisure",1226247680
BAM,Brookfield Asset Management,Capital Markets,87924097017
BAMR,Brookfield Asset Management Reinsurance Partners,Insurance-Reinsurance,1830598133
BANC,Banc of California,Banks,1077838713
BAND,Bandwidth,Diversified Telecommunication Services,447372952
BANF,BancFirst,Banks,3712212185
BANR,Banner,Banks,2138571864
BANX,StoneCastle Financial,Capital Markets,133286689
BAOS,Baosheng Media Group Holdings,Advertising Agencies,12527280
BAP,Credicorp,Banks,11281614767
BARK,The Original BARK Company,Specialty Retail,384299135
BASE,Couchbase,Software-Infrastructure,848698416
BATL,Battalion Oil,"Oil, Gas & Consumable Fuels",181677436
BAX,Baxter International,Health Care Equipment & Supplies,30201552869
BB,BlackBerry,Software,3890550527
BBAI,BigBear.ai Holdings,Information Technology Services,245328078
BBAR,Banco BBVA Argentina,Banks,573905919
BBBY,Bed Bath & Beyond,Specialty Retail,849949309
BBCP,Concrete Pumping Holdings,Construction & Engineering,408576287
BBD,Banco Bradesco,Banks,39436447743
BBDC,Barings BDC,Capital Markets,1142930807
BBDO,Banco Bradesco,Banks,35500134397
BBGI,Beasley Broadcast Group,Media,38799816
BBI,Brickell Biotech,Biotechnology,8677563
BBIG,Vinco Ventures,Leisure Products,165926447
BBIO,BridgeBio Pharma,Biotechnology,1612916480
BBLG,Bone Biologics,Medical Devices,15681158
BBLN,Babylon Holdings,Health Information Services,334298783
BBQ,BBQ Holdings,"Hotels, Restaurants & Leisure",184212912
BBSI,Barrett Business Services,Professional Services,590912364
BBU,Brookfield Business Partners,Construction & Engineering,1869746547
BBVA,Banco Bilbao Vizcaya Argentaria,Banks,31014342651
BBW,Build-A-Bear Workshop,Specialty Retail,274483548
BBWI,Bath & Body Works,Specialty Retail,8958492667
BBY,Best Buy Co.,Specialty Retail,18108010479
BC,Brunswick,Leisure Products,6238848966
BCAB,BioAtla,Biotechnology,298252987
BCBP,BCB Bancorp,Banks,331486688
BCC,Boise Cascade Company,Paper & Forest Products,2814593252
BCDA,BioCardia,Biotechnology,27477922
BCE,"BCE, Inc.",Diversified Telecommunication Services,45886808050
BCEL,Atreca,Biotechnology,92619360
BCH,Banco de Chile,Banks,9748140017
BCLI,Brainstorm Cell Therapeutics,Biotechnology,108728873
BCML,BayCom,Banks,259459164
BCO,The Brink's Company,Commercial Services & Supplies,2707974377
BCOR,Blucora,Capital Markets,1099013758
BCOV,Brightcove,IT Services,282392506
BCOW,1895 Bancorp of Wisconsin,Thrifts & Mortgage Finance,63949432
BCPC,Balchem,Chemicals,4158975158
BCRX,BioCryst Pharmaceuticals,Biotechnology,2672029434
BCS,Barclays,Banks,34261622781
BCSA,Blockchain Coinvestors Acquisition I,Blank Check / SPAC,413633209
BCSF,Bain Capital Specialty Finance,Capital Markets,954876402
BCTX,BriaCell Therapeutics,Biotechnology,100161920
BCYC,Bicycle Therapeutics,Biotechnology,768907751
BDC,Belden,"Electronic Equipment, Instruments & C...",2964909512
BDL,Flanigan's Enterprises,"Hotels, Restaurants & Leisure",53900821
BDN,Brandywine Realty Trust,Equity Real Estate Investment Trusts ...,1516077695
BDSX,Biodesix,Diagnostics & Research,103553374
BDTX,Black Diamond Therapeutics,Biotechnology,143541021
BDX,"Becton, Dickinson and Company",Health Care Equipment & Supplies,73979584297
BE,Bloom Energy,Electrical Equipment,5285375462
BEAM,Beam Therapeutics,Biotechnology,4649735117
BEAT,HeartBeam,Health Information Services,12345905
BECN,Beacon Roofing Supply,Trading Companies & Distributors,3867874280
BEDU,Bright Scholar Education Holdings,Diversified Consumer Services,108464720
BEEM,Beam Global,Electrical Equipment,160010862
BEKE,KE Holdings,Real Estate Management & Development,19244722169
BELFA,Bel Fuse,Electronic Components,336336429
BELFB,Bel Fuse,"Electronic Equipment, Instruments & C...",328876625
BEN,Franklin Resources,Capital Markets,14287894501
BENE,Benessere Capital Acquisition,Blank Check / SPAC,142172352
BEP,Brookfield Renewable Partners,Independent Power and Renewable Elect...,25357772766
BEPC,Brookfield Renewable,Independent Power and Renewable Elect...,7233324000
BERY,Berry Global Group,Containers & Packaging,7352126941
BEST,BEST Inc.,Air Freight & Logistics,117750000
BFAM,Bright Horizons Family Solutions,Diversified Consumer Services,4446236626
BFC,Bank First,Banks,572966143
BFH,Bread Financial Holdings,Credit Services,2196201718
BFI,BurgerFi International,Restaurants,71154240
BFIN,BankFinancial,Banks,131666535
BFLY,Butterfly Network,Medical Devices,1718065273
BFRI,Biofrontera,Drug Manufacturers-Specialty & Generic,25968076
BFS,Saul Centers,Equity Real Estate Investment Trusts ...,1609529301
BFST,Business First Bancshares,Banks,549585005
BG,Bunge,Food Products,14975623129
BGCP,BGC Partners,Capital Markets,1523790333
BGFV,Big 5 Sporting Goods,Specialty Retail,280077815
BGI,Birks Group,Specialty Retail,94434654
BGNE,BeiGene,Biotechnology,20491263890
BGRY,Berkshire Grey,Specialty Industrial Machinery,509681854
BGS,B&G Foods,Food Products,1668484723
BGSF,BG Staffing,Professional Services,138050574
BGSX,Build Acquisition,Blank Check / SPAC,245750000
BH,Biglari Holdings,"Hotels, Restaurants & Leisure",406389036
BHAC,Crixus BH3 Acquisition,Blank Check / SPAC,285487519
BHAT,Blue Hat Interactive Entertainment Technology,Entertainment,16267089
BHB,Bar Harbor Bankshares,Banks,447100521
BHC,Bausch Health Companies,Pharmaceuticals,2242713600
BHE,Benchmark Electronics,"Electronic Equipment, Instruments & C...",956341120
BHF,Brighthouse Financial,Insurance,3555679226
BHG,Bright Health Group,Healthcare Plans,1107606654
BHIL,Benson Hill,Agricultural Inputs,762872445
BHLB,Berkshire Hills Bancorp,Banks,1361878269
BHP,BHP Group,Metals & Mining,1.92554E+11
BHR,Braemar Hotels & Resorts,Equity Real Estate Investment Trusts ...,453994623
BHSE,Bull Horn Holdings,Blank Check / SPAC,51982715
BHVN,Biohaven Pharmaceutical Holding Co.,Biotechnology,10553346985
BIDU,Baidu,Interactive Media & Services,48685436926
BIG,Big Lots,Multiline Retail,669440125
BIGC,BigCommerce Holdings,IT Services,1467521920
BIIB,Biogen,Biotechnology,31666556896
BILI,Bilibili,Entertainment,9653286897
BILL,Bill.com Holdings,Software,15699633061
BIMI,BIMI International Medical,Machinery,14373754
BIO,Bio-Rad Laboratories,Life Sciences Tools & Services,16157799989
BIOC,Biocept,Biotechnology,20307480
BIOL,BIOLASE,Health Care Equipment & Supplies,34165792
BIOR,Biora Therapeutics,Biotechnology,171305071
BIOS,BioPlus Acquisition,Blank Check / SPAC,293393110
BIOT,Biotech Acquisition Company,Blank Check / SPAC,284624990
BIOX,Bioceres Crop Solutions,Food Products,754579067
BIP,Brookfield Infrastructure Partners LP,Multi-Utilities,19027148798
BIPC,Brookfield Infrastructure,Gas Utilities,5260923877
BIRD,Allbirds,Apparel Retail,696898748
BITE,Bite Acquisition,Blank Check / SPAC,252297600
BITF,Bitfarms,Capital Markets,353841183
BIVI,BioVie,Biotechnology,51528716
BJ,BJ's Wholesale Club Holdings,Food & Staples Retailing,9403259850
BJDX,Bluejay Diagnostics,Medical Devices,22570574
BJRI,BJ's Restaurants,"Hotels, Restaurants & Leisure",600894067
BK,Bank of New York Mellon,Capital Markets,35855527935
BKCC,BlackRock Capital Investment,Capital Markets,287661855
BKD,Brookdale Senior Living,Health Care Providers & Services,990647741
BKE,The Buckle,Specialty Retail,1623575676
BKEP,BlueKnight Energy Partners,"Oil, Gas & Consumable Fuels",194429920
BKH,Black Hills,Multi-Utilities,4941516731
BKI,Black Knight,IT Services,10275806170
BKKT,Bakkt Holdings,Capital Markets,246124398
BKNG,Booking Holdings,Internet & Direct Marketing Retail,81944067312
BKR,Baker Hughes Company,Energy Equipment & Services,25754001390
BKSC,Bank of South Carolina,Banks,95611449
BKSY,BlackSky Technology,Scientific & Technical Instruments,312030334
BKTI,BK Technologies,Communications Equipment,40643686
BKU,BankUnited,Banks,3130930148
BKYI,BIO-key International,Software,18264499
BL,BlackLine,Software,4050096632
BLBD,Blue Bird,Machinery,373653723
BLBX,Blackboxstocks,Software-Application,17405124
BLCM,Bellicum Pharmaceuticals,Biotechnology,12225715
BLD,TopBuild,Household Durables,6525947341
BLDE,Blade Air Mobility,Airlines,450736506
BLDP,Ballard Power Systems,Electrical Equipment,2579049209
BLDR,Builders FirstSource,Building Products,10965830624
BLEU,bleuacacia ltd.,Blank Check / SPAC,337755000
BLFS,BioLife Solutions,Health Care Equipment & Supplies,1005478000
BLFY,Blue Foundry Bancorp,Banks-Regional,336280286
BLI,Berkeley Lights,Life Sciences Tools & Services,325031387
BLIN,Bridgeline Digital,Software,14253552
BLK,BlackRock,Capital Markets,1.09858E+11
BLKB,Blackbaud,Software,3033310165
BLMN,Bloomin' Brands,"Hotels, Restaurants & Leisure",2072585714
BLND,Blend Labs,Software-Application,702476160
BLNG,Belong Acquisition,Blank Check / SPAC,191653740
BLNK,Blink Charging Co.,Specialty Retail,1250750075
BLPH,Bellerophon Therapeutics,Health Care Equipment & Supplies,13268174
BLRX,BioLineRx,Biotechnology,84278656
BLSA,BCLS Acquisition,Blank Check / SPAC,183639180
BLTS,Bright Lights Acquisition,Blank Check / SPAC,284337500
BLU,BELLUS Health,Biotechnology,1399318777
BLUA,BlueRiver Acquisition,Blank Check / SPAC,354703134
BLUE,Bluebird Bio,Biotechnology,486638557
BLX,Banco Latinoamericano de Comercio Exterior,Diversified Financial Services,662482040
BLZE,Backblaze,Software-Infrastructure,245776747
BMA,Banco Macro,Banks,836352190
BMAC,Black Mountain Acquisition,Blank Check / SPAC,345690010
BMAQ,Blockchain Moon Acquisition,Blank Check / SPAC,147013640
BMBL,Bumble,Software-Application,5818592252
BMEA,Biomea Fusion,Biotechnology,336841877
BMI,Badger Meter,"Electronic Equipment, Instruments & C...",2890908908
BMO,Bank of Montreal,Banks,68805033888
BMRA,Biomerica,Health Care Equipment & Supplies,39198295
BMRC,Bank of Marin Bancorp,Banks,518902232
BMRN,BioMarin Pharmaceutical,Biotechnology,17633013750
BMTX,BM Technologies,Software-Application,78549760
BMY,Bristol-Myers Squibb Company,Pharmaceuticals,1.58991E+11
BNED,Barnes & Noble Education,Specialty Retail,148331085
BNFT,Benefitfocus,Software,267730219
BNGO,BioNano Genomics,Life Sciences Tools & Services,1106510589
BNIX,Bannix Acquisition,Blank Check / SPAC,94428480
BNL,Broadstone Net Lease,Equity Real Estate Investment Trusts ...,3630430956
BNNR,Banner Acquisition,Blank Check / SPAC,194678027
BNOX,Bionomics,Biotechnology,50198589
BNR,Burning Rock Biotech,Diagnostics & Research,367106109
BNS,The Bank of Nova Scotia,Banks,74461921248
BNSO,Bonso Electronics International,"Electronic Equipment, Instruments & C...",25257388
BNTC,Benitec Biopharma,Biotechnology,7075048
BNTX,BioNTech SE,Biotechnology,38540382099
BOAC,Bluescape Opportunities Acquisition,Blank Check / SPAC,756337529
BOAS,BOA Acquisition,Blank Check / SPAC,283043740
BOC,Boston Omaha,Advertising Agencies,805420608
BODY,The Beachbody Company,Internet Content & Information,426774143
BOH,Bank of Hawaii,Banks,3311866293
BOKF,BOK Financial,Banks,6341216745
